,rowCol,traffic_spot,industry,commercial,nala
877.0,"(13, 12)",3.226414587682043,10.066388397174528,0.0014433218495397326,0.013619024319221577
878.0,"(13, 11)",3.0986878067203665,10.120271489710406,0.0012118135767922424,0.013417543798127075
879.0,"(13, 10)",3.0689123687567528,10.176873350581507,0.0010115533268050105,0.013156759605187984
880.0,"(13, 9)",3.0660950641634166,10.245681234397175,0.0008795735228879228,0.012838921631405781
881.0,"(13, 8)",3.077006174901236,10.331631232727016,0.0007863982398400848,0.012472168643879587
882.0,"(13, 7)",3.0590428664585487,10.434472211009195,0.000715286239696106,0.012067345566636814
883.0,"(13, 6)",3.0343221357102985,10.551807538706678,0.0006580391092996782,0.011635727674079888
884.0,"(13, 5)",3.005312004102747,10.681138186969044,0.0006103362347580685,0.011187930690902593
885.0,"(13, 4)",2.92007644631446,10.820394870966311,0.0005696604927443686,0.010733546247086107
904.0,"(14, 32)",2.9778081696722625,8.026135378163309,0.001048890050363667,0.014717651338701117
905.0,"(14, 31)",3.3587163005899057,8.177736063684485,0.0012270611273057649,0.015266571535009363
906.0,"(14, 30)",3.501305860903522,8.31769268828187,0.001469952325236331,0.015855266082412393
907.0,"(14, 29)",3.619269051535691,8.44771080748808,0.001774059603694967,0.016680456484962285
908.0,"(14, 28)",3.625146805760874,8.569520375448416,0.002050456196430153,0.018076526574732944
909.0,"(14, 27)",3.594950684147971,8.684809268978855,0.0022105549391176964,0.020814027617886366
910.0,"(14, 26)",3.5082727286497293,8.795106528320328,0.0021985119173437906,0.027663347973703616
911.0,"(14, 25)",3.4297575972919208,8.901702805941216,0.002155985154472846,0.06197887743037071
912.0,"(14, 24)",3.3165943023611923,9.005620250029134,0.002636629665644641,0.04087356474228385
913.0,"(14, 23)",3.4038914544248486,9.107614076585543,0.0036079361106239774,0.0248154814432799
914.0,"(14, 22)",3.404358802936617,9.208185347993842,0.0024705554136931597,0.019841091370033627
915.0,"(14, 21)",3.4089013996426893,9.307590994633152,0.003276499644803894,0.017544056968571795
916.0,"(14, 20)",3.3321954574359656,9.405843406738661,0.0023341610882808943,0.016316364022942453
917.0,"(14, 19)",3.2737273928181225,9.502695308585569,0.0016419106961810077,0.015620624525440416
918.0,"(14, 18)",3.2307413698982446,9.59760656544597,0.0013876690468658105,0.015227409078995516
919.0,"(14, 17)",3.1602051359583943,9.689689589383718,0.0012634453221446117,0.015018321903321273
920.0,"(14, 16)",3.1716549483086003,9.777631866780984,0.0012102868162103414,0.014920558652317355
921.0,"(14, 15)",3.1886070559580593,9.859605372426806,0.0012258854905631905,0.014880852089044896
922.0,"(14, 14)",3.1803117177250364,9.933218366136526,0.0013665316047516188,0.014854182482896102
923.0,"(14, 13)",3.1937886126685675,9.995729474760992,0.0019950010225530347,0.014800110404563575
924.0,"(14, 12)",3.275583136155889,10.045258904833338,0.0030372485766476686,0.014684648955227673
925.0,"(14, 11)",3.0841192856925415,10.084624189280959,0.0014219482237767592,0.014485540155840153
926.0,"(14, 10)",3.0338104591045383,10.126533575767164,0.0010593131965811815,0.014196429544272686
927.0,"(14, 9)",3.037622834122313,10.186809542689518,0.0008932446810506477,0.01382553369934738
928.0,"(14, 8)",3.0322172067350093,10.269517972627193,0.0007902267239137347,0.01338933876006216
929.0,"(14, 7)",3.024197428214257,10.37037755098691,0.0007159778643542783,0.01290605688790229
930.0,"(14, 6)",3.017630439665423,10.48479284158901,0.0006578415943581875,0.012392171359451826
931.0,"(14, 5)",3.0078191478718397,10.609614252953598,0.0006100440706253922,0.01186181849977011
932.0,"(14, 4)",2.995371922179062,10.742712467602864,0.000569530420247542,0.011327236375240536
951.0,"(15, 32)",3.2302518575833563,8.173591154107925,0.0010980737454350646,0.016277577641660733
952.0,"(15, 31)",3.376818288161147,8.313331109834534,0.0013249264577242749,0.016663759336192737
953.0,"(15, 30)",3.505306333847017,8.439606441304715,0.0016965016441497457,0.016996168433792487
954.0,"(15, 29)",4.069913201646056,8.55521429487067,0.002356830910227929,0.01752604237192571
955.0,"(15, 28)",3.7659184801181906,8.66278856098415,0.0030679106860707706,0.018565519326915452
956.0,"(15, 27)",3.7317057418609694,8.76463220684367,0.0034204615708664406,0.020685278022428786
957.0,"(15, 26)",3.602987972874023,8.862609994629043,0.0032586381095684163,0.025666018118743757
958.0,"(15, 25)",3.4719934215099415,8.958136850688634,0.0023881259860038316,0.033209362564184185
959.0,"(15, 24)",3.4207688482031804,9.052226818640168,0.0025859629021419642,0.02737638869838037
960.0,"(15, 23)",3.3787358349208523,9.14555860756577,0.003015161914884101,0.02239268490329596
961.0,"(15, 22)",3.3682168182699854,9.238530492612576,0.0022646861946022823,0.019392448448028093
962.0,"(15, 21)",3.329570800609038,9.33129406894594,0.002080079192295502,0.017687021172209792
963.0,"(15, 20)",3.252475889837912,9.423765157165006,0.0018502634695363252,0.016711323327050442
965.0,"(15, 18)",3.2151091556664317,9.606220415203637,0.0013856530118889945,0.01589786203108494
966.0,"(15, 17)",3.1840251975085057,9.694626889882604,0.0012709786618413568,0.015806615348037074
967.0,"(15, 16)",3.2018637609738727,9.77941528127961,0.001214908712122806,0.015829604805271628
968.0,"(15, 15)",3.2265935083158275,9.858556051052572,0.0012222091501615582,0.015913259548961448
970.0,"(15, 13)",3.1596168051043447,9.987357881194487,0.001754696331258311,0.0160491771949693
971.0,"(15, 12)",3.113440071917804,10.028383077429552,0.0020825265563350717,0.015993074523580567
973.0,"(15, 10)",2.9719166645938357,10.075377511551366,0.0010403221760688277,0.015467184610774596
974.0,"(15, 9)",3.006442617152377,10.132369707300327,0.0008832370744990089,0.015015151365695867
975.0,"(15, 8)",2.980447275009552,10.216729284655692,0.0007834070031645115,0.014478485668387945
976.0,"(15, 7)",2.9725473445409256,10.317373190584835,0.0007109574126515477,0.013887415249731864
977.0,"(15, 6)",2.996780644612854,10.429033134862443,0.0006540981650975437,0.013264582359808168
978.0,"(15, 5)",3.005450129959311,10.54901954381292,0.0006072779933381073,0.01262729991441479
979.0,"(15, 4)",3.008301243941617,10.67563466538632,0.0005675212408887517,0.011990373485196515
998.0,"(16, 32)",3.358183212079307,8.332070146904892,0.001116033270432577,0.018683908360677143
999.0,"(16, 31)",3.438136007386787,8.457992828235351,0.0013673779122042897,0.018626305633795356
1000.0,"(16, 30)",3.8087396515157117,8.568857596395281,0.0018330277383351108,0.01840740278314177
1001.0,"(16, 29)",4.219393343950398,8.668504379150951,0.0031516353486634495,0.018382520785660626
1002.0,"(16, 28)",4.23009275068947,8.760533667138453,0.015567153147145412,0.018784133489638907
1004.0,"(16, 26)",3.586724653756334,8.932760364998263,0.003196025278656066,0.021476199824458798
1005.0,"(16, 25)",3.233951699415945,9.016608892394496,0.0022941750781263802,0.02265336232969293
1006.0,"(16, 24)",3.1530359790035773,9.100382983003891,0.0021199986618483887,0.021833180485768374
1007.0,"(16, 23)",3.298494013025601,9.18463413882477,0.0020719958376626438,0.020141425428682528
1008.0,"(16, 22)",3.3323176336334024,9.269622914796825,0.0019419816909592102,0.018646541489741698
1009.0,"(16, 21)",3.297683484238978,9.355374013093707,0.0018205264723227504,0.017611199674712717
1010.0,"(16, 20)",3.2980716368479586,9.441695550527452,0.0016828726774378666,0.016982139652945896
1011.0,"(16, 19)",3.2191754136292965,9.528169996645126,0.0015184973113211257,0.01666163450775779
1012.0,"(16, 18)",3.1648162019150576,9.614118704692064,0.0013699920272652656,0.016570141372065632
